seqnames,start,end,width,LoopAnchors,Enhancers,Promoters
chr9,134385721,134386417,697,NA,NA,NA
chr9,134397122,134397784,663,NA,purple,NA
chr9,134404532,134405045,514,NA,purple,NA
chr9,134455604,134456059,456,NA,purple,NA
chr9,134462420,134462979,560,NA,NA,NA
chr9,134491218,134491529,312,NA,NA,NA
chr9,134585221,134585555,335,NA,NA,NA
chr9,134768876,134769267,392,NA,NA,NA
chr9,134770363,134771413,1051,NA,NA,NA
chr9,135958444,135958854,411,green,purple,NA
chr9,135964263,135964907,645,green,NA,NA
chr9,135968172,135969136,965,green,NA,NA
chr9,135978621,135979260,640,green,NA,NA
chr9,135989512,135990075,564,green,NA,NA
chr9,136050600,136050837,238,NA,NA,NA
chr9,136052526,136052884,359,NA,NA,NA
chr9,136075686,136076146,461,NA,NA,NA
chr9,136093780,136094693,914,NA,purple,NA
chr9,136098776,136099418,643,NA,NA,NA
chr9,136107525,136107991,467,NA,purple,NA
chr9,136231736,136232577,842,NA,purple,NA
chr9,136232861,136233580,720,NA,NA,NA
chr9,136305472,136306419,948,NA,NA,NA
chr9,136306491,136307092,602,NA,NA,blue
chr9,136309059,136309638,580,NA,NA,NA
chr9,136310469,136310932,464,NA,NA,NA
chr9,136530592,136531545,954,green,NA,NA
chr9,136532413,136533109,697,green,NA,NA
chr9,136538497,136539307,811,green,NA,NA
chr9,136562957,136563409,453,green,NA,NA
chr9,136578305,136579501,1197,green,NA,NA
chr9,136600266,136600603,338,NA,NA,NA
chr9,136603828,136604554,727,NA,NA,NA
chr9,136628259,136629157,899,NA,NA,NA
chr9,136643609,136644262,654,NA,NA,NA
chr9,136645297,136646527,1231,NA,NA,NA
chr9,136646653,136647637,985,NA,NA,NA
chr9,136650596,136651289,694,NA,NA,NA
chr9,136653689,136654209,521,NA,NA,NA
chr9,136655275,136655774,500,NA,NA,NA
chr9,136656443,136656833,391,NA,NA,NA
chr9,136659789,136665198,5410,green,NA,blue
chr9,136666535,136667744,1210,green,NA,NA
chr9,136668336,136668692,357,green,NA,blue
chr9,136673519,136674135,617,NA,NA,NA
chr9,136687686,136688355,670,NA,NA,blue
chr9,136701341,136702059,719,NA,NA,NA
chr9,136741079,136742258,1180,NA,NA,NA
chr9,136746209,136746432,224,NA,NA,NA
chr9,136748570,136749219,650,NA,NA,blue
chr9,136754221,136754540,320,NA,NA,NA
chr9,136881635,136882698,1064,NA,NA,blue
chr9,137076828,137077229,402,NA,NA,blue
chr9,137078145,137078368,224,NA,NA,NA
chr9,137278355,137278848,494,NA,NA,NA
chr9,137302774,137303411,638,green,NA,blue
chr9,137315726,137317052,1327,green,NA,NA
chr9,137383288,137383551,264,NA,NA,NA
chr9,137387557,137387845,289,NA,NA,NA
chr9,137434588,137434904,317,NA,NA,NA
chr9,137450903,137451393,491,NA,NA,blue
chr9,137552192,137552438,247,NA,NA,blue
chr9,137632729,137633154,426,green,purple,NA
chr9,137646903,137647380,478,NA,purple,NA
chr9,137705287,137705963,677,NA,NA,NA
chr9,137723288,137723773,486,NA,purple,NA
chr10,1043352,1044113,762,NA,purple,NA
chr10,1939050,1939440,391,NA,purple,NA
chr10,3085990,3086470,481,NA,NA,NA
chr10,3096089,3096746,658,NA,purple,NA
chr10,3424473,3424952,480,NA,NA,NA
chr10,3808073,3808543,471,green,purple,NA
chr10,3892982,3893463,482,NA,NA,NA
chr10,4121439,4122057,619,green,NA,NA
chr10,4887392,4888031,640,green,NA,NA
chr10,5446262,5448387,2126,green,purple,NA
chr10,5479601,5480180,580,green,NA,NA
chr10,5547777,5548359,583,NA,purple,NA
chr10,5646218,5646694,477,NA,NA,NA
chr10,5692260,5692628,369,green,purple,NA
chr10,5692686,5693413,728,green,purple,NA
chr10,5840351,5840625,275,NA,NA,NA
chr10,5942488,5942848,361,NA,NA,NA
chr10,6052505,6053210,706,NA,NA,NA
chr10,6053905,6054649,745,NA,NA,NA
chr10,6164523,6165060,538,green,purple,NA
chr10,6542993,6543786,794,NA,purple,NA
chr10,6561522,6563339,1818,NA,purple,NA
chr10,7306043,7306555,513,NA,purple,NA
chr10,7318947,7319508,562,NA,NA,NA
chr10,7438467,7438913,447,NA,NA,NA
chr10,11149361,11149928,568,NA,purple,NA
chr10,11168424,11169784,1361,NA,NA,NA
chr10,11172333,11173384,1052,green,NA,blue
chr10,11197519,11198279,761,NA,purple,NA
chr10,11209943,11210864,922,NA,purple,NA
chr10,11242197,11242639,443,NA,purple,NA
chr10,11335122,11335666,545,NA,purple,NA
chr10,11874606,11875238,633,NA,NA,NA
chr10,11921920,11922402,483,NA,NA,blue
chr10,12241963,12242208,246,green,purple,NA
chr10,12416544,12417052,509,NA,NA,NA
chr10,12482184,12482977,794,NA,NA,NA
chr10,12485449,12485875,427,NA,NA,NA
chr10,13659108,13659849,742,green,NA,NA
chr10,14604979,14605245,267,green,purple,NA
chr10,14782631,14783386,756,NA,NA,NA
chr10,17428162,17428678,517,NA,purple,NA
chr10,17443806,17444649,844,NA,purple,NA
chr10,21499739,21500997,1259,green,purple,NA
chr10,22436334,22436917,584,NA,purple,NA
chr10,27241397,27241687,291,NA,NA,blue
chr10,27252402,27253131,730,NA,purple,NA
chr10,29343980,29344501,522,NA,NA,NA
chr10,29496231,29496746,516,NA,NA,NA
chr10,29702410,29703677,1268,NA,purple,NA
chr10,30027668,30028419,752,NA,NA,NA
chr10,30034881,30035211,331,NA,NA,NA
chr10,30049063,30049480,418,NA,NA,NA
chr10,30432874,30433262,389,green,NA,blue
chr10,30493369,30494050,682,NA,purple,NA
chr10,30734649,30735269,621,green,NA,NA
chr10,30763962,30764294,333,green,NA,NA
chr10,31133407,31134744,1338,NA,purple,NA
chr10,31146223,31147030,808,NA,NA,NA
chr10,31697336,31698302,967,NA,NA,NA
chr10,32937996,32938950,955,NA,purple,NA
chr10,35447794,35448390,597,NA,purple,NA
chr10,43078844,43079293,450,NA,NA,NA
chr10,43225875,43226239,365,NA,NA,NA
chr10,43362667,43362830,164,green,purple,NA
chr10,43396099,43397756,1658,green,NA,NA
chr10,43574000,43574654,655,NA,NA,blue
chr10,44913116,44913870,755,NA,NA,NA
chr10,45374678,45374982,305,NA,NA,NA
chr10,45419386,45420134,749,NA,purple,NA
chr10,45424850,45425257,408,NA,NA,NA
chr10,45672900,45673303,404,NA,NA,blue
chr10,46091454,46092270,817,NA,purple,NA
chr10,48459484,48460056,573,NA,NA,NA
chr10,48480818,48481327,510,NA,NA,NA
chr10,48655586,48656012,427,NA,NA,NA
chr10,49190145,49190788,644,NA,NA,blue
chr10,59710140,59710526,387,NA,NA,NA
chr10,61867277,61868187,911,NA,NA,NA
chr10,62637160,62637793,634,green,purple,NA
chr10,62760494,62761358,865,NA,NA,NA
chr10,63520713,63521035,323,NA,NA,blue
chr10,69317858,69318330,473,NA,purple,NA
chr10,69375500,69376056,557,NA,NA,NA
chr10,70132144,70132590,447,NA,NA,NA
chr10,70459029,70459498,470,green,NA,NA
chr10,70494846,70495421,576,NA,NA,NA
chr10,71240452,71240824,373,NA,NA,NA
chr10,71390416,71390730,315,green,NA,NA
chr10,71475047,71475877,831,NA,NA,NA
chr10,71737377,71738015,639,green,NA,blue
chr10,71746120,71747573,1454,green,purple,NA
chr10,72326691,72327171,481,NA,purple,NA
chr10,72345011,72345430,420,green,purple,NA
chr10,73865259,73865662,404,green,purple,NA
chr10,73867237,73867862,626,green,purple,NA
chr10,73910341,73910766,426,green,NA,NA
chr10,73999056,73999392,337,green,purple,NA
chr10,75233862,75234473,612,NA,purple,NA
chr10,75712019,75712853,835,NA,NA,NA
chr10,75924271,75925105,835,NA,NA,NA
chr10,76033638,76034165,528,NA,NA,NA
chr10,77225568,77225955,388,green,NA,NA
chr10,77836370,77836795,426,NA,purple,NA
chr10,77877540,77878229,690,NA,purple,NA
chr10,77898426,77899280,855,NA,NA,NA
chr10,77927499,77927789,291,NA,NA,blue
chr10,78248604,78249086,483,green,NA,NA
chr10,78964812,78965442,631,NA,NA,NA
chr10,78973095,78973391,297,NA,purple,NA
chr10,79000847,79001677,831,NA,NA,NA
chr10,79025189,79025621,433,NA,NA,NA
chr10,79072232,79072687,456,NA,NA,NA
chr10,79135675,79136422,748,green,purple,NA
chr10,79139367,79140456,1090,green,purple,NA
chr10,79146578,79147246,669,NA,purple,NA
chr10,79147983,79150213,2231,NA,purple,NA
chr10,79242687,79244042,1356,NA,purple,NA
chr10,79390464,79390813,350,NA,NA,NA
chr10,79404190,79404695,506,NA,NA,NA
chr10,80460749,80462025,1277,green,NA,NA
chr10,80497383,80498492,1110,NA,purple,NA
chr10,86401613,86402083,471,NA,NA,NA
chr10,86966147,86966715,569,NA,NA,blue
chr10,86971538,86972168,631,NA,NA,blue
chr10,87407939,87408429,491,NA,NA,blue
chr10,87659333,87659627,295,green,NA,blue
chr10,87860777,87861662,886,green,NA,blue
chr10,89225057,89225394,338,NA,NA,NA
chr10,91796431,91797339,909,NA,NA,blue
chr10,92048043,92048550,508,green,NA,NA
chr10,92241067,92241477,411,NA,purple,NA
chr10,93462931,93463438,508,NA,purple,NA
chr10,93555115,93555524,410,green,NA,NA
chr10,95295210,95295865,656,NA,purple,NA
chr10,95479944,95480423,480,green,NA,NA
chr10,97179421,97180188,768,NA,NA,NA
chr10,97320561,97321739,1179,NA,NA,NA
chr10,97332775,97333186,412,NA,NA,blue
chr10,97335460,97335697,238,NA,NA,blue
chr10,97418664,97419449,786,NA,purple,NA
chr10,97713217,97713567,351,NA,NA,blue
chr10,98445992,98446307,316,NA,NA,NA
chr10,99330474,99330759,286,NA,NA,NA
chr10,99522872,99524090,1219,green,NA,NA
chr10,100970017,100970485,469,NA,NA,NA
chr10,101000873,101001820,948,NA,NA,NA
chr10,101018223,101018609,387,NA,NA,NA
chr10,101709925,101710362,438,NA,NA,blue
chr10,101829448,101830405,958,green,purple,NA
chr10,102776035,102776935,901,green,purple,NA
chr10,102869910,102870297,388,green,NA,NA
chr10,103069507,103070420,914,green,NA,NA
chr10,103153442,103154655,1214,green,purple,NA
chr10,104339256,104340671,1416,NA,NA,blue
chr10,110376048,110376826,779,green,NA,NA
chr10,110496207,110496971,765,NA,NA,blue
chr10,112375584,112376089,506,NA,purple,NA
chr10,112743129,112743790,662,NA,NA,NA
chr10,112952500,112953633,1134,NA,NA,blue
chr10,114538340,114538801,462,NA,NA,NA
chr10,114768591,114768926,336,NA,NA,NA
chr10,114874915,114875419,505,NA,NA,NA
chr10,116893189,116894817,1629,NA,NA,NA
chr10,117442975,117443276,302,NA,NA,NA
chr10,119028705,119029024,320,NA,NA,blue
chr10,119516313,119517297,985,NA,purple,NA
chr10,119537519,119539242,1724,NA,NA,NA
chr10,124086088,124086544,457,green,NA,NA
chr10,124534198,124535008,811,green,NA,NA
chr10,124626847,124627416,570,green,purple,NA
chr10,124670811,124671493,683,green,purple,NA
chr10,125014735,125015690,956,NA,NA,NA
chr10,125061223,125061472,250,NA,NA,NA
chr10,125144136,125145709,1574,NA,NA,NA
chr10,125151762,125152822,1061,NA,NA,NA
chr10,125162268,125162498,231,NA,NA,blue
chr10,129042833,129043195,363,NA,NA,NA
chr10,131749395,131749844,450,NA,NA,NA
chr10,132229689,132230875,1187,green,NA,NA
chr10,132296556,132297118,563,NA,NA,NA
chr10,132389377,132389924,548,green,NA,NA
chr10,132394896,132395307,412,green,NA,blue
chr10,132398074,132398504,431,green,NA,NA
chr10,132401740,132402212,473,green,NA,NA
chr10,132411400,132412291,892,NA,NA,NA
chr10,132418711,132419268,558,NA,NA,blue
chr10,132422038,132422695,658,NA,NA,NA
chr10,132429419,132430185,767,NA,NA,NA
chr10,132514846,132515493,648,green,NA,NA
chr10,132517240,132517741,502,green,NA,NA
chr10,132539530,132541029,1500,NA,purple,NA
chr10,132579102,132579480,379,NA,NA,NA
chr10,132685084,132685581,498,NA,NA,NA
chr10,132862592,132862850,259,NA,NA,NA
chr10,133241170,133242104,935,NA,NA,NA
chr10,133258138,133258544,407,NA,NA,blue
chr10,133261013,133261675,663,NA,purple,NA
chr10,133275503,133277344,1842,NA,NA,blue
chr10,133279155,133280076,922,NA,NA,NA
chr10,133388965,133389631,667,NA,NA,blue
chr11,315992,316591,600,green,NA,NA
chr11,355581,356177,597,NA,purple,NA
chr11,406592,406925,334,NA,NA,NA
chr11,413168,414483,1316,NA,purple,NA
chr11,415396,416302,907,NA,NA,NA
chr11,457069,457742,674,NA,NA,NA
chr11,503919,505185,1267,NA,NA,NA
chr11,626255,627651,1397,NA,NA,blue
chr11,629063,629664,602,NA,NA,blue
chr11,639228,641263,2036,NA,NA,NA
chr11,693450,694043,594,green,NA,blue
chr11,726481,727078,598,NA,NA,blue
chr11,737412,737866,455,NA,NA,NA
chr11,787865,788279,415,NA,NA,NA
chr11,828877,830278,1402,NA,NA,NA
chr11,830639,831315,677,NA,NA,blue
chr11,834575,835431,857,NA,NA,blue
chr11,1073417,1073704,288,NA,NA,blue
chr11,1297856,1298503,648,NA,NA,NA
chr11,1661780,1662349,570,NA,NA,NA
chr11,1667955,1668199,245,NA,NA,NA
chr11,1748152,1748695,544,NA,NA,NA
chr11,1751788,1752430,643,NA,NA,blue
chr11,1840114,1840672,559,green,purple,NA
chr11,1881849,1882103,255,green,NA,NA
chr11,1887799,1888884,1086,green,NA,NA
chr11,1891796,1892414,619,green,NA,blue
chr11,1896560,1897066,507,green,NA,blue
chr11,1917477,1917946,470,NA,NA,blue
chr11,1926497,1927214,718,NA,NA,NA
chr11,1931240,1932445,1206,NA,NA,NA
chr11,1939057,1939543,487,NA,NA,NA
chr11,1965880,1966285,406,NA,NA,NA
chr11,1968790,1969689,900,NA,NA,NA
chr11,1969899,1970157,259,NA,NA,NA
chr11,1986409,1987171,763,NA,NA,NA
chr11,1990823,1991591,769,NA,NA,blue
chr11,1992655,1992959,305,NA,NA,NA
chr11,2136574,2136973,400,NA,NA,NA
chr11,2190783,2191152,370,green,NA,NA
chr11,2213568,2213905,338,green,NA,NA
chr11,2382858,2383333,476,NA,NA,NA
chr11,2536188,2536426,239,green,NA,NA
chr11,2777794,2778530,737,NA,purple,NA
chr11,2781273,2781988,716,NA,purple,NA
chr11,2788522,2789046,525,NA,NA,NA
chr11,2791444,2792298,855,NA,NA,NA
chr11,2811769,2812153,385,NA,purple,NA
chr11,2838110,2838519,410,NA,NA,NA
chr11,2914029,2914726,698,NA,NA,NA
chr11,2933232,2933594,363,NA,purple,NA
chr11,2989214,2990409,1196,NA,NA,blue
chr11,3051749,3052432,684,NA,NA,NA
chr11,3302268,3302636,369,NA,NA,NA
chr11,3626535,3626955,421,NA,NA,NA
chr11,3854200,3854630,431,green,NA,blue
chr11,8329950,8330425,476,NA,NA,NA
chr11,8332693,8333233,541,NA,NA,NA
chr11,9663507,9663807,301,NA,NA,blue
chr11,10674504,10675044,541,NA,NA,NA
chr11,12222053,12222652,600,NA,NA,NA
chr11,14905498,14906046,549,NA,NA,blue
chr11,15114188,15115226,1039,NA,NA,NA
chr11,17439263,17439798,536,NA,NA,NA
chr11,18012273,18012518,246,NA,NA,NA
chr11,18412136,18412624,489,NA,NA,blue
chr11,21609355,21609663,309,NA,NA,NA
chr11,32891394,32892142,749,NA,NA,blue
chr11,33736775,33737096,322,NA,NA,blue
chr11,33937057,33937704,648,NA,NA,NA
chr11,36400672,36401411,740,NA,NA,NA
chr11,44596746,44597301,556,NA,NA,NA
chr11,44623401,44623933,533,green,NA,NA
chr11,44939170,44940184,1015,green,NA,NA
chr11,45073676,45074273,598,NA,NA,NA
chr11,45163990,45164413,424,NA,NA,NA
chr11,45209659,45210813,1155,NA,NA,NA
chr11,45923708,45923942,235,NA,NA,NA
chr11,46338702,46339452,751,NA,NA,NA
chr11,46348302,46349060,759,NA,purple,NA
chr11,46379632,46380386,755,NA,NA,blue
chr11,46826267,46827111,845,NA,purple,NA
chr11,47234663,47235042,380,NA,NA,NA
chr11,47261264,47261521,258,NA,NA,NA
chr11,47391060,47391536,477,NA,purple,NA
chr11,47416012,47416517,506,NA,NA,NA
chr11,47524050,47525113,1064,NA,purple,NA
chr11,47592429,47593781,1353,NA,NA,NA
chr11,47768299,47768742,444,NA,NA,blue
chr11,47979625,47980117,493,green,NA,blue
chr11,47991176,47991711,536,NA,NA,NA
chr11,57353625,57354342,718,green,NA,NA
chr11,57473599,57474456,858,green,NA,NA
chr11,57482037,57483742,1706,green,NA,NA
chr11,57513661,57514331,671,NA,NA,NA
chr11,57632562,57632888,327,NA,NA,NA
chr11,57637549,57638134,586,NA,NA,blue
chr11,57639948,57640257,310,NA,NA,blue
chr11,59107317,59107903,587,NA,NA,blue
chr11,60821725,60822262,538,green,NA,blue
chr11,61041746,61042587,842,NA,purple,NA
chr11,61146669,61147656,988,NA,NA,blue
chr11,61295541,61295924,384,NA,NA,blue
chr11,61695872,61696651,780,NA,purple,NA
chr11,61965186,61966260,1075,green,NA,blue
chr11,61968186,61968756,571,green,NA,blue
chr11,62105168,62105794,627,NA,NA,NA
chr11,62397976,62398543,568,green,NA,NA
chr11,62401966,62402639,674,green,purple,NA
chr11,62501296,62502160,865,NA,NA,NA
chr11,62508132,62508880,749,NA,NA,NA
chr11,62547190,62547848,659,NA,NA,NA
chr11,62637577,62637919,343,green,purple,NA
chr11,62706567,62706806,240,green,NA,blue
chr11,62709755,62710152,398,green,NA,blue
chr11,62909097,62909546,450,green,NA,blue
chr11,63613129,63613405,277,NA,NA,NA
chr11,63769906,63770499,594,green,NA,blue
chr11,63917891,63918634,744,NA,NA,blue
chr11,63919147,63920040,894,green,NA,NA
chr11,63998756,64001781,3026,green,NA,NA
chr11,64001859,64004367,2509,green,NA,NA
chr11,64027933,64028785,853,green,NA,NA
chr11,64033967,64034770,804,green,NA,blue
chr11,64125450,64126222,773,NA,NA,NA
chr11,64208189,64208545,357,green,NA,NA
chr11,64247744,64248058,315,NA,NA,blue
chr11,64267849,64268901,1053,NA,NA,blue
chr11,64358132,64358717,586,green,NA,blue
chr11,64359878,64360565,688,green,NA,NA
chr11,64742223,64742498,276,green,NA,NA
chr11,64801091,64801661,571,green,NA,NA
chr11,64851097,64851726,630,green,purple,NA
chr11,64858509,64859620,1112,green,purple,NA
chr11,64990247,64990698,452,NA,NA,NA
chr11,65168969,65169589,621,NA,NA,blue
chr11,65212270,65212690,421,green,NA,blue
chr11,65404228,65404535,308,green,purple,NA
chr11,65427975,65429795,1821,green,NA,NA
chr11,65539655,65540327,673,green,purple,NA
chr11,65546024,65546387,364,green,purple,NA
chr11,65553226,65553956,731,NA,NA,NA
chr11,65575012,65575471,460,NA,NA,blue
chr11,65872327,65872862,536,green,NA,NA
chr11,65893350,65893784,435,green,NA,NA
chr11,66316753,66318017,1265,NA,NA,blue
chr11,66335535,66336069,535,NA,NA,NA
chr11,67081912,67082349,438,green,NA,NA
chr11,67117531,67118154,624,green,NA,blue
chr11,67270536,67274075,3540,green,NA,NA
chr11,67274471,67275642,1172,green,NA,NA
chr11,67286385,67286659,275,green,NA,blue
chr11,67367155,67368812,1658,NA,NA,NA
chr11,67371745,67372277,533,NA,NA,NA
chr11,67415144,67416145,1002,green,NA,blue
chr11,67439882,67440502,621,green,NA,blue
chr11,67442978,67443192,215,green,NA,NA
chr11,67484316,67484879,564,NA,NA,NA
chr11,67647351,67649150,1800,green,purple,NA
chr11,67993854,67994167,314,NA,NA,NA
chr11,68002991,68003443,453,NA,purple,NA
chr11,68010436,68010786,351,NA,NA,NA
chr11,68140409,68141876,1468,NA,NA,NA
chr11,68146136,68146585,450,NA,NA,NA
chr11,68314293,68315153,861,green,NA,NA
chr11,68316890,68317369,480,green,NA,NA
chr11,68373917,68374766,850,NA,NA,NA
chr11,68750000,68751034,1035,NA,NA,NA
chr11,68829071,68829694,624,NA,NA,NA
chr11,69097327,69097814,488,green,NA,NA
chr11,69122922,69123577,656,green,NA,NA
chr11,69148936,69149240,305,green,NA,NA
chr11,69157109,69157699,591,green,NA,NA
chr11,69374406,69374867,462,NA,NA,NA
chr11,69414596,69415362,767,NA,NA,NA
chr11,69416118,69417796,1679,NA,NA,NA
chr11,69442934,69443196,263,NA,NA,NA
chr11,69662085,69662540,456,NA,NA,NA
chr11,70314632,70315197,566,NA,purple,NA
chr11,70423999,70424359,361,NA,NA,NA
chr11,70438578,70438908,331,NA,NA,NA
chr11,72625595,72626079,485,NA,NA,NA
chr11,72759019,72759608,590,green,NA,NA
chr11,73289202,73289559,358,NA,purple,NA
chr11,73323021,73323900,880,NA,NA,NA
chr11,73388722,73389158,437,green,NA,NA
chr11,73983689,73984000,312,NA,NA,blue
chr11,74466853,74468009,1157,green,NA,blue
chr11,75272595,75273065,471,green,purple,NA
chr11,75343246,75344068,823,NA,NA,NA
chr11,75344812,75345318,507,NA,NA,NA
chr11,76161315,76161764,450,NA,NA,NA
chr11,76241459,76241896,438,NA,NA,NA
chr11,76588305,76588962,658,NA,purple,NA
chr11,76656881,76657709,829,NA,NA,blue
chr11,76686436,76686794,359,NA,NA,NA
chr11,77127847,77128430,584,green,NA,blue
chr11,77175879,77176220,342,green,NA,NA
chr11,78427640,78428263,624,NA,purple,NA
chr11,86799581,86799973,393,NA,NA,NA
chr11,87353460,87354508,1049,green,NA,NA
chr11,89065934,89066030,97,NA,NA,blue
chr11,95337114,95337672,559,NA,purple,NA
chr11,101583077,101583686,610,NA,NA,blue
chr11,110092001,110092540,540,NA,NA,blue
chr11,111436575,111437179,605,NA,NA,NA
chr11,111541790,111542223,434,green,NA,NA
chr11,111937447,111937707,261,NA,NA,NA
chr11,114073241,114073969,729,green,purple,NA
chr11,114074527,114075217,691,green,purple,NA
chr11,114096204,114096865,662,NA,purple,NA
chr11,114139589,114140005,417,NA,purple,NA
chr11,114171399,114172146,748,NA,NA,NA
chr11,117096484,117097341,858,NA,NA,blue
chr11,117663611,117664166,556,NA,NA,NA
chr11,117861786,117862295,510,NA,NA,NA
chr11,118225978,118226444,467,green,NA,blue
chr11,118870502,118870965,464,NA,purple,NA
chr11,118909126,118909592,467,green,NA,blue
chr11,118910296,118911229,934,green,NA,blue
chr11,118917889,118918771,883,green,NA,NA
chr11,119363009,119363615,607,NA,NA,NA
chr11,119585143,119585603,461,NA,NA,NA
chr11,119686426,119686804,379,green,NA,NA
chr11,119726807,119727427,621,NA,NA,NA
chr11,121426848,121427450,603,green,NA,blue
chr11,121467922,121468351,430,green,purple,NA
chr11,121572481,121573061,581,NA,NA,NA
chr11,122726862,122727449,588,NA,NA,blue
chr11,123431391,123431760,370,NA,purple,NA
chr11,123559338,123561056,1719,NA,NA,NA
chr11,123580531,123581087,557,NA,NA,NA
chr11,124069353,124069737,385,NA,NA,NA
chr11,125886914,125887303,390,NA,purple,NA
chr11,126416357,126417169,813,NA,NA,NA
chr11,126465791,126466393,603,NA,purple,NA
chr11,126477940,126478313,374,NA,purple,NA
chr11,128549304,128549753,450,NA,purple,NA
chr11,128610661,128611638,978,NA,purple,NA
chr11,128653619,128654132,514,NA,purple,NA
chr11,128716925,128718199,1275,NA,purple,NA
chr11,128720016,128721104,1089,NA,purple,NA
chr11,128730855,128731503,649,NA,purple,NA
chr11,128733957,128734808,852,NA,purple,NA
chr11,128772765,128773263,499,NA,purple,NA
chr11,128835875,128836469,595,NA,NA,NA
chr11,128859698,128860311,614,NA,NA,NA
chr11,128903590,128904249,660,NA,NA,NA
chr11,129930158,129931295,1138,green,purple,NA
chr11,130315213,130316262,1050,NA,NA,blue
chr11,134036436,134036822,387,NA,NA,NA
chr12,168955,169467,513,NA,NA,NA
chr12,643636,644305,670,green,purple,NA
chr12,914339,914693,355,NA,purple,NA
chr12,1661334,1661790,457,green,NA,blue
chr12,1797476,1797878,403,green,purple,NA
chr12,1932099,1932786,688,NA,NA,NA
chr12,2299006,2299610,605,NA,NA,NA
chr12,2353887,2354460,574,NA,NA,NA
chr12,2503635,2504055,421,NA,NA,NA
chr12,2624762,2625863,1102,NA,NA,NA
chr12,2640805,2641574,770,NA,NA,NA
chr12,2650227,2650868,642,NA,NA,NA
chr12,2683611,2684826,1216,green,NA,NA
chr12,2692120,2692767,648,NA,NA,blue
chr12,2794070,2794640,571,NA,NA,blue
chr12,3838757,3839479,723,NA,NA,blue
chr12,4224328,4224913,586,NA,NA,NA
chr12,4270101,4270740,640,NA,NA,NA
chr12,4289052,4289614,563,NA,purple,NA
chr12,4561913,4562684,772,NA,NA,blue
chr12,4829150,4830153,1004,NA,NA,NA
chr12,6056393,6057298,906,green,NA,NA
chr12,6145247,6145813,567,NA,purple,NA
chr12,6199319,6199992,674,green,NA,blue
chr12,6376190,6377212,1023,green,NA,NA
chr12,6646708,6647674,967,green,NA,blue
chr12,6913902,6914244,343,green,NA,blue
chr12,6936615,6937486,872,green,purple,NA
chr12,6946167,6946758,592,green,NA,blue
chr12,7872482,7873462,981,green,NA,NA
chr12,7915809,7916316,508,green,NA,NA
chr12,7970090,7970332,243,NA,purple,NA
chr12,7971224,7972094,871,NA,purple,NA
chr12,8038454,8039284,831,green,purple,NA
chr12,10153834,10154348,515,NA,NA,NA
chr12,10365314,10366258,945,NA,NA,NA
chr12,11654825,11656351,1527,green,NA,NA
chr12,11666438,11667121,684,green,NA,NA
chr12,11668341,11669222,882,green,NA,NA
chr12,11672243,11672934,692,green,NA,NA
chr12,11674053,11674524,472,green,NA,NA
chr12,11743580,11744605,1026,green,purple,NA
chr12,11758348,11759528,1181,NA,purple,NA
chr12,11765709,11766374,666,green,purple,NA
chr12,11774564,11775363,800,NA,purple,NA
chr12,11822151,11822589,439,NA,purple,NA
chr12,11863346,11864332,987,green,purple,NA
chr12,12714149,12715036,888,NA,NA,blue
chr12,12808009,12808622,614,NA,purple,NA
chr12,13097428,13098065,638,green,purple,NA
chr12,13147867,13148430,564,NA,NA,NA
chr12,14257419,14258451,1033,green,purple,NA
chr12,14259871,14260423,553,green,purple,NA
chr12,14958277,14959566,1290,NA,NA,NA
chr12,25384928,25385360,433,NA,NA,NA
chr12,26226344,26226904,561,NA,NA,NA
chr12,27806795,27807252,458,NA,NA,blue
chr12,29150186,29151124,939,green,NA,blue
chr12,31362131,31362662,532,NA,purple,NA
chr12,32273379,32274274,896,NA,NA,NA
chr12,33439079,33439322,244,NA,NA,NA
chr12,46266472,46267241,770,NA,NA,NA
chr12,46269578,46270313,736,NA,NA,blue
chr12,47801482,47802090,609,NA,purple,NA
chr12,47816493,47817151,659,NA,NA,NA
chr12,47818466,47818989,524,NA,NA,blue
chr12,48296906,48297318,413,NA,NA,NA
chr12,49388952,49389643,692,green,NA,blue
chr12,49706117,49706744,628,NA,NA,blue
chr12,51216843,51217128,286,NA,NA,NA
chr12,51368443,51368761,319,NA,NA,NA
chr12,51848612,51848951,340,NA,NA,blue
chr12,51863163,51863633,471,NA,NA,NA
chr12,52010033,52010638,606,NA,NA,NA
chr12,52119595,52120548,954,NA,NA,NA
chr12,53219190,53219622,433,green,purple,NA
chr12,53233926,53234519,594,NA,NA,blue
chr12,53366289,53366799,511,green,purple,NA
chr12,53601123,53602209,1087,NA,purple,NA
chr12,53750596,53751167,572,NA,NA,NA
chr12,53752075,53752412,338,NA,NA,blue
chr12,54217659,54218347,689,green,NA,NA
chr12,54259113,54260492,1380,green,purple,NA
chr12,54358286,54358739,454,NA,purple,NA
chr12,54390138,54390850,713,green,NA,NA
chr12,54560302,54561384,1083,NA,purple,NA
chr12,55646051,55646709,659,NA,NA,blue
chr12,56160069,56160895,827,NA,NA,blue
chr12,56487270,56487989,720,NA,NA,blue
chr12,56689091,56689827,737,NA,NA,blue
chr12,57085984,57086352,369,green,NA,NA
chr12,57094034,57094373,340,green,purple,NA
chr12,57756861,57757217,357,NA,NA,blue
chr12,57852361,57853257,897,NA,NA,NA
chr12,57895957,57896757,801,NA,NA,blue
